681,573
939,973
216,359
426,712
54,835
453,97
417,252
751,442
568,42
570,526
113,644
591,390
498,294
188,90
809,66
256,246
570,123
130,550
28,202
322,853
574,91
391,939
575,829
813,8
597,637
385,704
742,610
488,108
636,873
233,891
779,527
328,704
849,728
25,724
476,907
569,605
905,854
68,377
523,267
392,773
637,411
318,368
916,284
689,185
193,113
566,406
22,909
285,445
220,721
128,383
86,281
12,482
20,123
397,357
527,42
541,608
660,419
563,861
585,655
125,35
323,313
825,352
137,346
447,327
237,177
34,693
830,767
917,396
572,863
653,60
500,797
939,300
508,322
202,804
535,85
707,575
519,307
874,509
152,116
552,137
19,351
960,258
542,798
46,306
322,245
299,839
922,113
181,210
309,366
444,391
219,180
61,386
9,795
495,73
799,412
563,653
161,497
232,165
800,738
54,103
413,632
752,431
384,881
892,914
681,365
864,885
853,746
960,267
63,90
148,65
491,552
231,217
843,407
818,994
452,915
856,301
948,810
591,778
410,317
266,549
643,9
529,620
415,612
871,213
571,534
122,219
280,756
980,113
516,743
624,746
791,58
161,895
171,30
933,331
649,999
78,745
672,662
260,771
912,815
800,735
141,259
223,249
804,684
568,329
150,248
435,130
830,978
376,512
441,685
440,588
178,259
292,672
194,529
142,620
796,519
209,593
117,115
179,729
491,589
239,126
203,519
454,41
882,522
841,340
4,241
239,817
14,173
641,144
668,624
71,541
793,332
16,831
290,202
695,971
827,978
600,493
852,92
256,411
416,17
86,251
193,620
11,124
751,193
208,408
17,326
565,44
815,913
135,803
638,932
391,307
225,798
726,65
374,644
838,401
201,519
532,886
912,374
507,728
242,541
113,772
428,957
848,78
84,708
812,669
877,557
291,604
522,612
696,768
196,974
256,389
748,315
716,494
427,272
262,53
838,662
710,214
875,696
485,879
55,656
84,655
476,993
128,30
68,815
666,348
193,685
340,893
953,497
588,182
583,75
264,461
537,319
619,445
145,506
666,352
700,332
415,594
64,840
188,334
86,260
518,438
628,7
674,599
581,821
406,123
846,626
216,310
977,312
283,243
57,934
454,698
705,773
932,239
826,389
781,758
550,110
167,225
239,578
502,417
657,506
169,443
388,252
111,126
562,236
721,255
767,141
97,741
346,832
962,387
68,524
749,646
487,34
503,411
49,574
145,339
765,426
512,388
641,847
233,361
37,337
675,726
801,145
357,467
211,485
789,893
938,422
328,835
634,892
844,693
362,368
107,250
249,382
198,388
155,883
950,403
274,610
723,908
834,861
147,164
394,387
764,91
100,877
400,561
450,917
166,805
813,659
261,869
136,717
607,135
426,869
592,673
869,670
712,409
682,735
22,704
110,530
762,62
745,75
677,844
828,785
853,645
27,251
128,649
765,144
516,56
861,58
905,267
148,75
868,648
3,593
650,892
966,522
585,988
498,308
802,144
159,939
501,579
890,356
537,286
237,632
52,291
981,781
866,746
816,143
12,190
764,458
867,772
669,697
673,722
892,207
34,220
855,120
821,775
954,569
706,508
978,738
607,926
253,90
834,751
84,629
149,747
657,679
710,127
630,616
468,735
433,434
487,19
735,213
428,705
375,298
948,861
703,810
376,982
703,432
833,437
971,519
308,753
469,153
870,131
96,63
351,899
977,984
4,85
143,400
262,916
970,169
401,695
160,450
186,445
257,117
106,756
623,208
653,937
959,840
774,82
121,875
769,193
721,122
69,419
502,744
458,657
348,0
841,413
181,206
130,991
518,723
910,579
16,391
988,857
914,755
477,530
527,24
486,19
522,440
88,758
410,275
707,283
174,207
899,777
231,98
209,339
451,880
794,596
750,676
704,810
507,150
353,17
349,145
166,745
986,267
504,476
568,523
995,476
129,285
955,657
846,722
78,313
803,153
201,940
381,844
197,743
908,610
472,988
146,170
654,606
456,818
206,571
634,950
332,302
130,564
482,824
321,271
451,296
174,727
566,82
561,292
321,128
883,64
920,843
983,468
872,549
23,909
528,406
913,622
796,913
902,913
503,560
220,214
443,387
270,350
654,781
889,168
380,125
871,237
426,825
625,547
833,349
762,394
141,776
650,352
211,938
569,311
940,812
260,351
263,687
3,944
443,703
923,130
644,821
624,80
628,685
391,901
835,237
913,499
715,981
400,802
445,668
190,178
257,363
278,998
864,665
7,864
587,329
352,735
785,272
632,379
807,438
99,555
926,444
904,833
917,674
829,463
301,843
674,626
445,420
377,156
808,737
744,125
887,30
305,899
735,892
518,334
448,222
518,227
162,355
254,17
915,88
514,255
651,461
81,184
517,611
898,444
236,770
659,604
92,545
125,42
500,154
708,475
895,125
93,818
821,5
823,839
649,778
918,507
879,476
688,117
245,700
778,128
900,223
277,789
573,483
262,705
269,961
539,820
736,353
762,494
525,45
246,905
628,610
539,51
702,754
628,830
902,585
446,139
2,32
795,334
109,252
501,816
863,321
555,10
579,702
790,36
326,990
48,401
556,636
692,72
619,346
560,550
863,822
390,392
789,718
170,5
231,848
375,580
116,347
147,339
374,377
270,247
122,127
754,576
929,103
973,638
167,941
325,371
905,698
500,133
180,835
871,606
827,625
933,292
324,485
284,710
767,502
705,221
413,309
705,819
61,652
892,835
163,969
857,905
222,567
443,699
67,188
370,914
773,455
791,997
333,837
527,924
150,994
547,838
981,834
393,396
24,943
550,123
66,309
486,749
999,273
412,115
885,715
422,997
561,12
856,206
499,325
982,932
502,285
196,189
655,889
228,343
689,851
570,362
473,550
149,323
217,227
887,641
314,377
192,683
32,919
247,458
965,815
504,842
648,945
931,325
68,399
82,208
414,956
116,79
975,169
727,709
473,73
438,611
866,576
666,157
50,290
507,192
618,64
403,244
22,923
881,587
517,391
280,565
477,59
6,37
321,824
319,30
125,176
833,298
204,994
113,83
147,903
750,969
990,638
249,720
958,762
885,41
958,762
28,799
613,627
134,195
824,381
740,506
432,861
519,708
201,638
468,813
685,23
963,749
596,134
436,542
57,485
349,373
593,198
298,983
733,153
658,178
395,686
729,596
214,408
2,410
914,288
340,615
991,812
293,38
864,448
628,157
677,439
183,861
557,147
382,293
620,436
136,957
426,338
229,529
978,177
866,366
703,130
22,699
301,424
961,26
643,312
210,640
18,719
407,732
88,811
791,560
416,779
449,169
505,687
647,327
681,771
306,368
819,713
982,392
954,261
309,493
711,22
230,540
758,893
692,8
931,846
547,133
657,816
440,545
626,829
739,284
332,541
651,757
870,86
169,637
801,746
62,203
486,971
484,682
435,950
594,959
588,194
934,460
495,706
994,135
522,129
726,146
944,127
664,404
134,535
23,769
509,840
603,234
797,244
382,58
747,317
709,627
922,304
37,330
505,57
138,819
87,203
713,258
830,396
921,462
707,42
538,791
222,798
428,147
124,896
918,452
46,575
166,97
859,7
679,260
406,110
448,852
421,75
877,488
310,152
840,413
519,277
414,813
366,110
396,466
162,12
228,420
874,172
431,23
494,472
490,475
58,266
704,676
479,874
252,255
406,335
404,44
595,293
372,802
303,603
103,306
278,859
10,582
956,517
730,297
777,152
95,543
467,217
337,360
141,53
92,130
635,642
558,81
253,908
525,465
159,647
670,202
154,380
67,384
723,142
700,46
690,664
168,238
10,103
523,919
532,89
304,907
435,697
487,129
430,931
590,878
461,531
777,884
555,14
723,591
242,518
115,881
842,29
217,631
384,16
829,665
163,833
347,483
306,500
134,424
720,681
653,273
33,700
359,328
347,571
801,539
746,396
136,722
311,31
405,458
23,837
745,303
792,939
408,479
427,892
126,77
585,854
282,11
457,534
806,428
228,699
311,433
969,66
676,467
294,848
710,981
215,236
20,919
358,84
246,579
847,521
972,272
438,685
275,545
713,816
811,749
530,912
958,949
110,862
254,88
607,9
886,732
384,454
158,664
616,10
535,683
375,479
709,56
830,102
354,331
969,403
591,874
529,351
523,842
140,839
496,878
605,394
49,807
377,699
97,335
954,836
320,900
510,860
620,351
468,716
674,759
923,342
9,351
638,879
245,15
480,371
833,532
511,119
658,203
384,237
927,759
26,637
301,24
162,718
847,390
554,615
727,229
360,557
108,635
454,439
477,562
469,69
61,397
61,72
383,632
657,709
131,715
241,878
898,478
95,59
931,208
781,526
894,272
527,704
546,975
537,145
293,987
968,460
900,273
839,692
815,821
757,91
659,546
322,295
872,982
514,749
169,908
711,582
809,188
663,256
851,100
524,131
111,932
709,109
567,525
495,93
260,514
650,302
289,485
921,413
857,812
177,118
581,899
524,256
892,832
451,319
8,770
788,828
