276,516
639,624
368,818
583,768
46,184
490,63
589,751
542,362
585,563
96,633
307,811
746,334
324,66
826,734
18,478
299,380
91,622
577,515
965,740
489,685
267,555
373,241
296,470
98,629
627,928
751,405
678,45
398,551
603,877
203,639
659,871
270,124
488,860
991,573
671,319
394,37
525,328
234,464
112,792
132,859
939,145
299,540
837,535
609,578
827,48
984,951
252,418
25,523
860,831
257,940
339,323
500,39
506,704
882,799
282,298
985,194
27,418
853,555
20,291
725,313
64,776
223,822
35,431
289,270
49,349
829,583
24,316
432,671
366,70
621,755
522,775
472,816
317,185
874,642
697,34
317,625
348,911
183,6
783,493
775,483
33,595
366,226
548,702
380,989
27,818
853,965
553,285
656,50
682,195
662,367
482,56
795,38
688,38
146,661
435,191
857,319
114,381
502,840
768,883
623,676
496,46
621,424
341,744
254,323
407,479
944,509
976,166
669,659
651,223
34,568
38,294
245,2
69,73
814,655
67,998
408,373
92,369
546,966
97,524
263,310
462,132
576,54
515,739
168,572
676,254
916,210
123,540
980,175
826,264
144,579
797,81
994,77
884,863
429,960
719,231
850,99
316,426
444,963
827,257
813,96
899,666
322,217
915,687
210,50
188,225
530,673
150,328
13,78
113,281
18,527
326,317
825,329
956,537
536,232
132,693
481,402
587,654
361,267
805,375
482,803
594,244
882,480
816,966
815,34
733,740
896,321
352,438
964,816
783,592
77,836
389,546
226,341
986,548
716,310
288,524
522,157
509,121
129,71
73,101
932,374
692,149
895,671
52,18
573,4
922,859
296,556
606,549
341,675
165,441
573,313
614,854
340,802
853,216
580,383
311,831
122,712
401,290
948,804
724,959
586,113
363,437
797,239
598,503
137,72
422,546
816,346
391,977
110,977
350,155
198,249
578,929
46,981
205,851
457,106
106,156
302,126
17,467
532,571
689,185
886,585
324,861
33,922
395,661
170,471
314,978
920,47
671,117
714,129
770,17
278,932
860,548
225,44
118,505
418,727
406,982
738,677
38,668
71,280
441,554
401,94
205,605
183,969
13,430
522,54
955,782
595,129
467,93
833,630
7,982
508,228
159,350
414,206
981,200
565,829
898,770
421,88
93,148
37,585
114,20
728,313
590,391
359,368
869,914
373,280
668,347
379,821
454,693
137,221
398,872
187,416
44,737
800,581
911,707
866,134
718,150
305,274
373,161
611,557
138,341
762,652
841,438
377,224
493,334
903,229
285,396
870,305
456,787
530,215
388,995
550,121
193,785
337,676
122,253
439,716
292,201
314,752
470,644
393,422
952,572
525,625
934,632
219,736
812,282
970,222
298,328
231,47
559,921
196,541
939,59
534,47
193,200
167,684
931,678
6,639
732,600
553,458
539,34
980,674
517,711
457,425
872,149
911,321
402,851
432,545
879,748
892,866
636,819
43,326
582,804
904,38
601,645
466,680
601,349
678,832
869,953
748,654
118,537
833,824
484,350
970,36
547,237
582,115
802,63
559,864
753,288
77,969
181,36
31,474
206,193
684,725
16,206
259,32
64,432
14,482
39,621
914,700
678,231
307,229
232,636
17,68
651,129
93,331
951,162
664,508
46,533
262,608
663,927
5,499
257,770
811,163
257,23
609,740
845,792
403,420
910,37
72,140
731,787
810,815
761,101
206,639
746,572
150,800
304,731
640,765
14,332
547,423
817,416
747,131
484,464
833,523
671,48
791,424
591,39
971,440
599,599
794,379
237,343
60,658
149,213
514,813
3,199
18,603
841,892
729,51
466,37
14,803
542,18
398,126
196,389
473,147
593,232
603,511
795,255
343,446
88,887
198,903
686,671
736,420
750,505
4,859
795,810
426,790
852,795
912,587
164,496
493,836
449,860
122,641
271,858
124,840
95,319
786,917
228,263
477,876
366,631
495,898
655,451
18,275
965,111
142,99
77,34
514,132
877,574
276,82
812,651
840,460
168,722
569,251
947,437
840,35
271,267
830,573
818,920
101,341
125,3
493,202
485,415
749,222
371,730
509,886
500,596
169,966
717,752
393,973
255,128
826,740
97,463
667,603
758,205
302,354
423,116
505,118
984,525
4,646
594,729
969,103
248,825
112,188
505,43
512,570
5,616
223,113
599,453
124,377
112,974
741,889
425,868
389,931
475,574
992,696
248,270
203,338
995,789
761,139
763,118
540,691
8,813
407,430
81,687
770,339
717,380
51,39
495,404
6,949
444,662
747,366
179,481
545,551
506,814
770,776
403,173
990,338
960,938
591,784
479,477
824,865
234,305
78,222
698,331
224,168
417,705
916,539
414,154
671,360
375,259
922,364
283,468
409,774
330,77
460,561
493,413
859,67
979,34
419,587
183,513
714,192
807,578
814,618
763,459
209,595
317,432
171,392
626,372
827,49
473,74
162,990
262,8
219,141
657,979
35,150
474,494
521,33
565,958
378,711
797,230
284,610
30,736
681,990
457,557
448,359
713,295
461,58
208,597
168,656
319,109
719,490
415,999
223,879
231,240
552,729
573,538
274,38
178,37
498,525
108,53
543,974
130,245
562,496
285,172
703,457
846,845
417,465
257,295
259,336
366,187
414,716
186,133
681,301
927,184
928,725
108,839
597,930
704,658
514,561
915,573
855,129
421,127
128,852
130,961
277,307
710,117
447,456
221,353
167,227
64,650
641,186
803,438
113,889
591,498
574,335
977,909
777,681
526,443
983,869
764,159
484,697
963,64
911,514
313,578
459,963
50,237
683,738
211,922
402,389
186,449
507,248
39,337
471,128
505,944
173,913
741,761
623,415
749,265
424,990
321,506
126,977
722,942
798,2
276,400
550,207
694,793
243,66
545,289
536,204
179,276
396,145
217,809
382,278
628,941
255,64
703,647
46,899
524,546
522,245
759,925
198,614
641,634
229,589
642,509
315,385
584,953
281,436
822,895
315,880
895,399
588,332
304,266
368,247
924,903
745,676
207,954
57,277
636,849
794,555
354,100
814,426
323,227
408,124
731,205
624,42
560,876
372,723
242,544
804,316
938,625
818,249
682,742
693,988
68,785
556,436
224,73
985,153
120,383
606,145
875,357
900,743
721,830
875,493
830,297
118,145
357,441
860,225
888,560
556,737
341,986
668,280
734,415
929,158
783,94
581,516
404,940
845,936
387,886
312,989
43,640
284,291
802,752
873,917
537,827
442,332
879,354
408,679
757,465
320,677
721,455
490,240
248,473
881,814
243,770
654,757
368,329
755,571
659,98
504,481
825,399
426,280
824,716
468,947
525,802
622,747
535,897
898,705
644,771
537,566
275,211
532,879
713,781
168,717
533,544
431,16
718,45
102,194
440,742
266,204
218,593
245,150
464,146
918,120
317,219
221,775
614,996
686,517
380,992
900,557
673,172
166,966
647,870
268,279
567,227
52,468
201,25
801,105
7,405
703,883
205,904
241,364
619,199
99,529
43,752
363,383
185,389
806,409
406,267
603,131
479,783
326,772
284,234
551,449
675,970
791,866
176,468
465,363
706,876
988,907
757,397
779,59
934,486
479,378
721,419
5,569
721,196
758,919
60,408
516,314
6,901
984,903
255,494
873,204
139,597
752,439
962,174
184,851
983,844
641,853
849,251
155,388
699,155
292,697
388,320
74,196
147,55
302,868
421,80
901,958
606,799
704,451
998,746
630,345
316,625
268,108
796,853
542,978
538,242
508,510
891,995
777,385
714,200
205,861
406,842
419,941
992,508
333,771
294,976
485,441
510,107
388,385
525,169
709,265
216,900
985,26
555,468
695,693
212,757
961,50
267,420
349,653
773,601
857,61
38,965
577,174
401,401
691,186
745,419
31,79
558,661
186,681
617,26
745,482
708,834
654,352
235,78
165,777
567,420
79,599
810,524
890,607
226,889
625,678
863,775
817,386
194,479
188,887
539,495
73,665
162,476
819,837
310,360
915,542
43,78
379,370
530,575
10,734
36,498
854,657
639,897
57,162
672,556
416,715
83,789
551,545
25,416
693,626
487,127
100,747
719,405
721,624
779,119
24,867
951,307
354,796
762,511
669,143
133,404
602,794
825,107
546,832
766,417
225,352
539,399
896,364
736,19
435,563
707,594
209,595
679,476
730,756
153,750
827,782
54,428
479,111
33,632
79,12
621,6
201,740
804,908
231,705
822,22
494,530
874,959
166,239
412,551
304,361
502,108
747,680
70,898
722,65
0,209
304,925
323,940
478,490
125,723
729,0
758,927
148,395
872,302
130,397
122,911
821,351
802,460
422,101
481,556
118,240
99,680
571,908
636,282
629,117
161,302
576,48
613,584
292,125
791,884
271,288
248,18
408,766
33,629
915,91
405,932
406,467
138,191
169,170
622,298
967,51
646,963
695,154
215,865
496,832
865,444
149,88
600,59
961,102
85,239
128,183
367,876
782,130
335,218
205,306
971,44
618,385
864,760
195,216
