408,338,759
794,984,854
11,887,297
565,78,28
279,894,970
459,779,75
24,513,925
688,791,743
823,101,789
143,376,535
425,577,15
641,439,582
145,211,709
501,35,214
602,858,299
922,156,258
829,540,433
464,897,334
320,403,116
405,884,2
162,718,262
718,698,269
440,851,768
836,94,507
471,754,39
682,78,466
510,395,611
218,196,906
668,876,712
631,174,701
606,555,707
335,338,281
432,736,617
736,735,433
119,402,791
451,297,139
747,465,428
626,532,265
190,619,459
225,29,113
234,691,709
279,680,117
546,145,292
294,233,242
565,994,832
915,91,34
10,2,338
190,809,364
783,697,446
151,680,22
174,697,926
806,607,46
46,218,316
172,859,926
870,207,357
806,437,426
498,362,238
425,2,998
428,229,687
425,973,760
924,905,489
487,588,336
345,860,351
950,109,486
383,227,286
46,715,816
701,569,622
729,967,190
656,777,425
304,773,491
574,257,309
583,886,38
11,133,439
226,5,243
563,816,938
418,2,463
769,625,828
959,693,140
838,747,152
355,407,619
403,955,380
612,397,637
736,162,85
306,618,24
940,645,538
993,182,842
651,281,439
454,205,406
917,511,721
558,110,594
458,666,335
438,251,735
795,879,151
53,657,882
765,781,682
807,703,347
773,185,74
852,62,533
890,510,519
332,915,637
486,31,214
855,829,891
343,544,300
183,506,822
706,960,975
366,47,67
459,329,875
957,271,498
739,273,806
363,186,483
200,48,313
891,244,921
157,480,961
478,808,625
908,530,281
301,406,665
528,647,567
151,704,213
388,225,867
683,986,703
72,588,260
643,297,373
547,783,536
275,219,319
764,696,520
406,667,614
357,468,689
294,368,349
262,298,28
261,348,849
30,591,708
729,1,760
943,111,214
892,56,101
823,646,630
818,603,219
525,91,897
997,57,773
965,433,282
717,912,619
193,644,124
809,291,696
28,37,82
903,305,12
668,643,798
674,496,291
561,764,14
349,452,37
214,238,965
371,437,518
82,627,733
533,861,297
363,336,802
138,333,404
479,36,453
112,377,551
681,766,760
783,560,366
100,520,429
410,956,790
789,179,553
67,237,767
648,748,807
622,458,94
198,77,11
675,838,124
251,744,107
58,285,225
558,6,564
77,530,876
778,714,546
283,440,654
639,72,987
144,992,760
828,50,187
899,127,137
885,75,894
384,694,857
896,789,306
765,530,746
914,188,794
755,604,770
678,593,398
854,680,921
66,690,602
772,442,861
770,436,915
775,686,419
850,622,395
730,837,896
305,744,711
368,68,47
205,556,708
272,422,841
577,687,148
114,976,672
421,463,858
503,153,911
701,270,666
920,887,633
912,380,867
77,813,414
833,761,120
534,17,560
94,968,334
71,84,763
600,301,404
595,603,892
469,602,27
670,558,115
48,680,696
550,842,978
252,234,863
893,370,123
781,43,346
225,859,889
170,690,107
208,844,377
665,959,308
171,166,208
378,399,39
593,451,997
680,203,893
19,827,450
705,716,871
999,581,813
238,394,248
114,452,858
326,288,766
722,995,810
553,28,640
449,570,786
83,288,676
916,765,809
141,439,739
427,723,372
719,793,497
245,802,203
257,595,942
764,473,754
57,451,341
159,738,576
452,57,40
332,693,961
794,294,168
311,76,70
282,69,327
288,164,137
412,302,272
887,93,232
418,147,726
952,372,84
602,754,866
831,625,63
211,857,412
303,502,263
723,214,732
887,739,806
37,829,34
309,492,629
784,533,202
305,4,885
542,618,326
678,301,690
326,323,288
552,708,634
281,139,614
178,369,342
834,54,441
356,650,946
388,680,256
240,766,992
420,733,289
879,936,23
612,835,349
893,73,886
968,763,538
497,405,795
844,579,763
487,449,297
911,546,219
429,377,984
291,35,58
623,670,890
46,860,247
136,802,636
455,446,691
552,109,583
212,986,349
970,580,924
457,97,507
48,10,508
966,506,315
714,474,631
574,713,321
300,993,337
755,791,150
459,836,808
45,838,729
86,118,282
44,883,186
842,668,248
489,996,733
259,296,411
70,626,422
763,714,737
697,941,320
578,230,34
38,704,801
188,538,757
952,348,187
556,108,884
796,309,772
721,888,890
650,901,2
600,151,253
392,846,889
895,334,591
395,903,77
965,938,950
465,500,637
557,983,328
585,577,881
855,584,36
655,966,530
229,967,493
328,980,467
905,471,217
341,299,72
343,99,743
226,684,803
333,121,969
795,836,516
341,599,257
455,523,68
557,671,147
82,540,237
265,201,63
667,944,98
